latitude,longitude,name,source,precision,,
41.9278336,-87.8166656,"36 W. Conti Parkway, Elmwood Park, Illinois 60707",Bing Maps,address,,
42.0881054,-87.9595068,"1903 East Euclid Avenue, Arlington Heights, Illinois 60004",Bing Maps,address,,
40.5319132,-89.0075109,"1500 West Raab Road, Normal, Illinois 61761",Bing Maps,address,,
42.0922152,-87.8341236,"2101 1st Street, Glenview, Illinois 60026",Bing Maps,address,,
40.4924164,-88.9671631,"1617 E. Emerson Street, Bloomington, Illinois 61701",Bing Maps,address,,
37.4166877,-88.8849125,"513 East Vine Street, Vienna, Illinois 62995",Bing Maps,address,,
41.9054642,-87.9610672,"556 West North Avenue, Elmhurst, Illinois 60126",Bing Maps,address,,
42.1487367,-87.8034613,"300 Revere Drive, Northbrook, Illinois 60062",Bing Maps,address,,
42.375976,-88.070251,"1512 N Route 83, Round Lake Beach, Illinois 60073",Bing Maps,address,,
41.448308,-87.7167354,"1 University Parkway, University Park, Illinois 60484",Bing Maps,address,,
40.707695,-89.5187607,"1 College Drive, East Peoria, Illinois 61635",Bing Maps,address,,
40.5668144,-89.6469803,"315 Buena Vista, Pekin, Illinois 61554",Bing Maps,address,,
41.9595337,-87.6987686,"4300 North California Avenue, Chicago, Illinois 60618",Bing Maps,address,,
37.743085,-88.4382328,"3575 College Road, Harrisburg, Illinois 62946",Bing Maps,address,,
41.997348,-88.317802,"1250 West Spring Street, South Elgin, Illinois 60177",Bing Maps,address,,
41.899265,-87.805908,"1040 North Harlem Avenue, River Forest, Illinois 60305",Bing Maps,address,,
39.7965546,-89.6641235,"533 S. Walnut Street, Springfield, Illinois 62704",Bing Maps,address,,
41.8998277,-87.6626969,"1400 West Augusta Blvd, Chicago, Illinois 60642",Bing Maps,address,,
42.0892792,-88.105957,"3600 Lexington Drive, Hoffman Estates, Illinois 60192",Bing Maps,address,,
41.882791,-87.6295093,"40 North Dearborn Street, Chicago, Illinois 60602",Bing Maps,address,,
41.7513046,-87.5790939,"1845 East 79th Street, Chicago, Illinois 60649",Bing Maps,address,,
42.0110703,-87.7056427,"3003 West Touhy Avenue, Chicago, Illinois 60645",Bing Maps,address,,
41.9953647,-87.7292318,"4008 W. Rosemont, Chicago, Illinois 60646",Bing Maps,address,,
41.6335749,-87.6322572,"419 West 144th Street, Riverdale, Illinois 60827",Bing Maps,address,,
41.9213715,-87.6483078,"2145 North Halsted Street, Chicago, Illinois 60614",Bing Maps,address,,
41.6627884,-87.6915665,"2844 Burr Oak Avenue, Blue Island, Illinois 60406",Bing Maps,address,,
42.1568413,-88.0622253,"21955 W Field Parkway, Deer Park, Illinois 60010",Bing Maps,address,,
41.9709015,-87.6796188,"4908 North Damen Avenue, Chicago, Illinois 60625",Bing Maps,address,,
41.908618,-87.636534,"1431 N. North Park Avenue, Chicago, Illinois 60610",Bing Maps,address,,
41.9020191,-87.6379958,"363 W. Hill, Chicago, Illinois 60610",Bing Maps,address,,
41.8289953,-87.7666439,"5721 West 35th Street, Cicero, Illinois 60804",Bing Maps,address,,
41.6005058,-87.5967789,"831 East 162nd Street, South Holland, Illinois 60473",Bing Maps,address,,
40.1059402,-88.2204026,"1005 West Nevada, Urbana, Illinois 61801",Bing Maps,address,,
42.0822487,-87.7549896,"1050 Skokie Boulevard, Wilmette, Illinois 60091",Bing Maps,address,,
41.8549,-87.623069,"2001 South Michigan Avenue, Chicago, Illinois 60616",Bing Maps,address,,
41.7589531,-87.5930557,"1300 East 75th Street, Chicago, Illinois 60619",Bing Maps,address,,
41.6855888,-87.6417618,"11443 South Halsted Street, Chicago, Illinois 60628",Bing Maps,address,,
41.748413,-87.683197,"7956 South Western Avenue, Chicago, Illinois 60620",Bing Maps,address,,
41.8529549,-87.7181549,"3701 W. Ogden Ave., Chicago, Illinois 60623",Bing Maps,address,,
42.0312805,-88.276062,"210 National Street, Elgin, Illinois 60120",Bing Maps,address,,
40.1236676,-88.2436191,"809 North Neil Street, Champaign, Illinois 61820",Bing Maps,address,,
41.8623365,-87.6924748,"2653 West Ogden Avenue, Chicago, Illinois 60608",Bing Maps,address,,
41.705471,-87.778213,"10255 S. Ridgeland Avenue, Chicago Ridge, Illinois 60415",Bing Maps,address,,
41.7255974,-87.7344513,"4527 Southwest Highway, Oak Lawn, Illinois 60453",Bing Maps,address,,
42.0209818,-87.750951,"7701 Lincoln Avenue, Skokie, Illinois 60077",Bing Maps,address,,
41.7338486,-87.8205643,"8020 West 87th Street, Hickory Hills, Illinois 60457",Bing Maps,address,,
42.0075951,-87.6695557,"1545 W. Morse Avenue, Chicago, Illinois 60626",Bing Maps,address,,
41.9839211,-87.6685104,"5611 N. Clark Street, Chicago, Illinois 60660",Bing Maps,address,,
41.6333449,-87.5591797,"14421 Torrence Avenue, Burnham, Illinois 60633",Bing Maps,address,,
41.941494,-87.704361,"3300 N. Whipple Street, Chicago, Illinois 60618",Bing Maps,address,,
42.0964279,-88.0623169,"721 South Quentin Road, Palatine, Illinois 60067",Bing Maps,address,,
38.0014535,-89.2358916,"730 South Washington St, DuQuoin, Illinois 62832",Bing Maps,address,,
41.8383713,-87.6397171,"514 W. 31st Street, Chicago, Illinois 60616",Bing Maps,address,,
41.9773827,-87.6627274,"5244 N. Lakewood, Chicago, Illinois 60640",Bing Maps,address,,
40.5008539,-88.9064983,"1415 Woodbine Road, Bloomington, Illinois 61704",Bing Maps,address,,
41.8937225,-87.6160736,"446 East Ontario, Chicago, Illinois 60611",Bing Maps,address,,
42.0129013,-87.691452,"2424 West Touhy Avenue, Chicago, Illinois 60645",Bing Maps,address,,
41.908638,-88.1220245,"250 N. Gary Avenue, Carol Stream, Illinois 60188",Bing Maps,address,,
41.8949454,-88.092136,"345 S. President Avenue, Carol Stream, Illinois 60188",Bing Maps,address,,
41.779935,-87.8068529,"7438 West 61st Place, Summit, Illinois 60501",Bing Maps,address,,
41.8083651,-87.9088701,"1500 Walker Street, Western Springs, Illinois 60558",Bing Maps,address,,
41.7787568,-87.7689868,"6255 South Mayfield, Chicago, Illinois 60638",Bing Maps,address,,
41.830188,-87.668907,"1723 West 35th Street, Chicago, Illinois 60609",Bing Maps,address,,
41.8133278,-87.7037888,"4401 South Kedzie Avenue, Chicago, Illinois 60632",Bing Maps,address,,
41.8022118,-87.6215134,"118 East 51st Street, Chicago, Illinois 60615",Bing Maps,address,,
41.484745,-87.7118225,"22205 Governors Hwy, Richton Park, Illinois 60471",Bing Maps,address,,
41.9398396,-87.7664716,"3255 North Central, Chicago, Illinois 60634",Bing Maps,address,,
41.8793449,-87.7064362,"3201 West Monroe, Chicago, Illinois 60624",Bing Maps,address,,
41.910614,-87.6320801,"108 West Germania Place, Chicago, Illinois 60610",Bing Maps,address,,
41.843723,-87.686302,"2700 S. Western Avenue, Chicago, Illinois 60608",Bing Maps,address,,
42.1571999,-87.9484711,"200 Horatio Blvd., Buffalo Grove, Illinois 60089",Bing Maps,address,,
41.5450401,-88.1460114,"1206 Cedarwood Drive, Crest Hill, Illinois 60403",Bing Maps,address,,
38.9860837,-88.1663977,"501 South Walnut Street, Newton, Illinois 62448",Bing Maps,address,,
42.1767921,-88.4038315,"10547 Faiths Way, Huntley, Illinois 60142",Bing Maps,address,,
41.5310696,-88.0892868,"403 North Hickory Street, Joliet, Illinois 60435",Bing Maps,address,,
41.7851566,-87.7009358,"5954 South Albany Avenue, Chicago, Illinois 60629",Bing Maps,address,,
40.2878268,-88.1575491,"104 E Nightingale Court, Rantoul, Illinois 61866",Bing Maps,address,,
41.9144402,-87.944191,"212 West Lake Street, Elmhurst, Illinois 60126",Bing Maps,address,,
41.5199954,-88.0855713,"200 S. Desplaines Street, Joliet, Illinois 60436",Bing Maps,address,,
42.0990247,-87.8173538,"2401 Compass Road, Glenview, Illinois 60026",Bing Maps,address,,
41.878551,-87.846473,"1100-1110 W. Madison Street, Maywood, Illinois 60153",Bing Maps,address,,
41.778667,-87.703849,"3215 West 63rd Street, Chicago, Illinois 60629",Bing Maps,address,,
42.0275383,-88.0616074,"725 E. Schaumburg Road, Schaumburg, Illinois 60194",Bing Maps,address,,
41.4974518,-88.1760101,"1215 Houbolt Road, Joliet, Illinois 60431",Bing Maps,address,,
41.9026146,-87.6341248,"1111 North Wells, Chicago, Illinois 60610",Bing Maps,address,,
41.9031029,-87.7077866,"3222 West Division, Chicago, Illinois 60651",Bing Maps,address,,
41.7559433,-87.6388245,"7600 S. Parnell, Chicago, Illinois 60620",Bing Maps,address,,
42.1009445,-87.9819336,"1320 North Arlington Heights Road, Arlington Heights, Illinois 60004",Bing Maps,address,,
41.934441,-87.6830093,"2905 North Leavitt, Chicago, Illinois 60618",Bing Maps,address,,
41.6856194,-87.6166,"234 E. 115th Street, Chicago, Illinois 60628",Bing Maps,address,,
41.7930794,-87.6552048,"5522 S. Racine, Chicago, Illinois 60636",Bing Maps,address,,
42.1761589,-88.0772629,"550 W Cuba Road, Lake Zurich, Illinois 60047",Bing Maps,address,,
42.0924149,-87.7647095,"7 Happ Road, Northfield, Illinois 60096",Bing Maps,address,,
41.862091,-87.626907,"1501 South State Street, Chicago, Illinois 60605",Bing Maps,address,,
41.7502518,-87.652916,"1139 West 79th Street, Chiacgo, Illinois 60620",Bing Maps,address,,
42.0061111,-88.3343201,"2395 Bowes Road, Elgin, Illinois 60123",Bing Maps,address,,
42.0407349,-87.7287155,"4023 Dempster Street, Skokie, Illinois 60076",Bing Maps,address,,
42.0407369,-87.7292144,"4035 Dempster Street, Skokie, Illinois 60076",Bing Maps,address,,
42.0262952,-87.7452245,"4700 Oakton Street, Skokie, Illinois 60076",Bing Maps,address,,
41.793045,-87.7778702,"6287 South Archer Avenue, Chicago, Illinois 60638",Bing Maps,address,,
41.7576294,-88.3029785,"525 College Avenue, Aurora, Illinois 60505",Bing Maps,address,,
41.3478425,-88.8408975,"114 East Jefferson Street, Ottawa, Illinois 61350",Bing Maps,address,,
42.1531483,-87.8782875,"One Takeda Parkway, Deerfield, Illinois 60015",Bing Maps,address,,
41.8807532,-87.7061635,"10 South Kedzie, Chicago, Illinois 60612",Bing Maps,address,,
41.6004868,-87.6330719,"396 East 159th Street, Harvey, Illinois 60426",Bing Maps,address,,
40.1118698,-88.1986008,"108 South Webber Street, Urbana, Illinois 61802",Bing Maps,address,,
42.075706,-88.062118,"2601 North Quentin Road, Schaumburg, Illinois 60173",Bing Maps,address,,
41.6985152,-88.0657786,"151 E. Briarcliff Road, Bolingbrook, Illinois 60440",Bing Maps,address,,
41.940952,-88.115959,"290 Knollwood Drive, Bloomingdale, Illinois 60108",Bing Maps,address,,
42.0633354,-87.6851044,"1000 Central Street, Evanston, Illinois 60201",Bing Maps,address,,
42.2499237,-88.297226,"645 Dakota Street, Crystal Lake, Illinois 60012",Bing Maps,address,,
41.4899728,-88.1463193,"1704 Alexandria Drive, Joliet, Illinois 60436",Bing Maps,address,,
42.0197029,-87.6934967,"1501 Howard Street, Evanston, Illinois 60202",Bing Maps,address,,
41.9444275,-88.0226517,"950 North Lombard Road, Addison, Illinois 60101",Bing Maps,address,,
41.7503052,-87.6495667,"1015 W. 79th Street, Chicago, Illinois 60620",Bing Maps,address,,
41.8942566,-87.7268066,"730 North Pulaski Road, Chicago, Illinois 60624",Bing Maps,address,,
41.9015656,-87.7488251,"1120 North Lamon, Chicago, Illinois 60651",Bing Maps,address,,
42.0906067,-88.2920685,"711 Willow Lane, Sleepy Hollow, Illinois 60118",Bing Maps,address,,
41.8595657,-87.9933777,"1214 S. Meyers Road, Lombard, Illinois 60148",Bing Maps,address,,
41.935878,-88.063598,"355 South Glen Ellyn Road, Bloomingdale, Illinois 60108",Bing Maps,address,,
41.9653286,-87.659086,"1145 West Wilson Avenue, Chicago, Illinois 60640",Bing Maps,address,,
42.2387047,-87.9634552,"5 East Phillip Road, Vernon Hills, Illinois 60061",Bing Maps,address,,
41.951353,-87.7156571,"3855 N Elston Avenue, Chicago, Illinois 60618",Bing Maps,address,,
41.8808594,-87.7486877,"4920 West Madison street, Chicago, Illinois 60644",Bing Maps,address,,
41.7562417,-87.7222661,"7500 South Pulaski Road, Chicago, Illinois 60652",Bing Maps,address,,
41.7426414,-88.2430801,"745 Long Grove Drive, Aurora, Illinois 60504",Bing Maps,address,,
41.8306046,-88.3208008,"1505 S. Batavia Avenue, Batavia, Illinois 60510",Bing Maps,address,,
41.9312049,-87.7749252,"5934 W. Diversey, Chicago, Illinois 60639",Bing Maps,address,,
38.5714912,-89.9208755,"1160 Fortune Blvd., Shiloh, Illinois 62269",Bing Maps,address,,
41.7839851,-87.8932724,"1900 58th place, LaGrange, Illinois 60525",Bing Maps,address,,
41.8178558,-87.8743896,"125 North Kensington Avenue, LaGrange, Illinois 60525",Bing Maps,address,,
42.2302818,-87.975914,"451 Creekside Drive, Vernon Hills, Illinois 60061",Bing Maps,address,,
41.7636871,-88.2406769,"3044 Weber Drive, Aurora, Illinois 60504",Bing Maps,address,,
42.3434792,-88.0246353,"130 South Atkinson Road, Grayslake, Illinois 60030",Bing Maps,address,,
41.70729,-87.636344,"514-522 W. 103rd Street, Chicago, Illinois 60628",Bing Maps,address,,
42.1699524,-88.332695,"501 Rolls Dr, Algonquin, Illinois 60102",Bing Maps,address,,
41.8860412,-88.0233762,"249 W. St Charles Road, Lombard, Illinois 60148",Bing Maps,address,,
41.7740898,-87.9945068,"6222 Fairview Ave, Downers Grove, Illinois 60516",Bing Maps,address,,
42.1472168,-88.4351196,"12581 Princeton Drive, Huntley, Illinois 60142",Bing Maps,address,,
42.356678,-88.0444489,"790 N. Lake Street, Grayslake, Illinois 60030",Bing Maps,address,,
40.0545765,-88.2545344,"310 W. Church Street, Savoy, Illinois 61874",Bing Maps,address,,
41.9196815,-88.2103424,"2044 Franciscan Way, West Chicago, Illinois 60185",Bing Maps,address,,
42.0062504,-88.004,"800 S. Arlington Heights Road, Elk Grove Village, Illinois 60007",Bing Maps,address,,
41.903522,-88.334777,"1875 Prairie Street, Saint Charles, Illinois 60174",Bing Maps,address,,
41.9128227,-88.081955,"1470 Bloomingdale Road, Glendale Heights, Illinois 60139",Bing Maps,address,,
41.9415245,-88.1701584,"1360 West Army Trail Road, Carol Stream, Illinois 60188",Bing Maps,address,,
41.688312,-88.340301,"100 Pfund Court, Oswego, Illinois 60543",Bing Maps,address,,
38.3477937,-88.5951199,"702 West Smith Street, Wayne City, Illinois 62895",Bing Maps,address,,
42.1092834,-88.1136017,"1351 Palatine Road, Hoffman Estates, Illinois 60192",Bing Maps,address,,
42.4008331,-88.0048523,"599 Falling Waters Way, Lindenhurst, Illinois 60046",Bing Maps,address,,
41.8456049,-87.9022155,"1 Westbrook Corporate Center, Westchester, Illinois 60154",Bing Maps,address,,
41.9981575,-88.0572433,"925 E Nerge Road, Roselle, Illinois 60172",Bing Maps,address,,
38.3841129,-88.3947321,"2226 Mt. Vernon Road, Fairfied, Illinois 62837",Bing Maps,address,,
41.8227615,-87.9558563,"1111 Pasquinelli Drive, Westmont, Illinois 60559",Bing Maps,address,,
41.9406586,-88.0820694,"2264 Bloomingdale Road, Glendale Heights, Illinois 60139",Bing Maps,address,,
41.4654274,-90.5534439,"3316 Blackhawk Road, Rock Island, Illinois 61201",Bing Maps,address,,
42.0657654,-87.9792099,"1003 S. Arlington Heights Road, Arlington Heights, Illinois 60005",Bing Maps,address,,
42.076931,-88.2051239,"5100 Sedge Boulevard, Hoffman Estates, Illinois 60192",Bing Maps,address,,
42.3874626,-87.9624176,"6480 Gurnee Mills Circle, Gurnee, Illinois 60031",Bing Maps,address,,
42.3624954,-87.9163132,"4574 Brookhaven Road, Gurnee, Illinois 60031",Bing Maps,address,,
42.0439682,-87.8420792,"8650 W. Ballard Road, Des Plaines, Illinois 60016",Bing Maps,address,,
41.7480774,-88.184433,"1915 Three Farms Avenue, Naperville, Illinois 60540",Bing Maps,address,,
42.1086699,-88.2999106,"112 Tay River Drive, Carpentersville, Illinois 60110",Bing Maps,address,,
42.2118721,-88.2453384,"324 Crystal Street, Cary, Illinois 60013",Bing Maps,address,,
41.6304401,-87.5659255,"1664 Dolton Rd, Calumet City, Illinois 60409",Bing Maps,address,,
41.9415817,-88.747879,"207 East Hillcrest Drive, Dekalb, Illinois 60115",Bing Maps,address,,
41.9135398,-87.6548313,"1733 North Marcey Street, Chicago, Illinois 60614",Bing Maps,address,,
41.8931805,-87.6375921,"350 W. Ontario St, Chicago, Illinois 60654",Bing Maps,address,,
41.8321609,-88.0994339,"100 East Loop Road, Wheaton, Illinois 60187",Bing Maps,address,,
42.3793983,-88.0990677,"700 West Rollins Road, Round Lake Heights, Illinois 60073",Bing Maps,address,,
42.3166122,-89.0327911,"3890 Northridge Drive, Rockford, Illinois 61114",Bing Maps,address,,
42.0410494,-87.7007843,"2014 Dempster Street, Evanston, Illinois 60202",Bing Maps,address,,
42.0045166,-88.1214905,"1122 Westover Lane, Schaumburg, Illinois 60193",Bing Maps,address,,
42.0252113,-88.3155823,"1520 Main Lane, Elgin, Illinois 60123",Bing Maps,address,,
41.9500923,-87.7468491,"3809 North Cicero Avenue, Chicago, Illinois 60641",Bing Maps,address,,
41.5792239,-87.5506751,"2745 Bernice Road, Lansing, Illinois 60438",Bing Maps,address,,
41.7183571,-87.550621,"9725 South Commercial, Chicago, Illinois 60617",Bing Maps,address,,
41.8427353,-88.1023102,"1746 South Naperville Road, Wheaton, Illinois 60186",Bing Maps,address,,
41.8859272,-87.725877,"316 N Pulaski Rd, Chicago, Illinois 60624",Bing Maps,address,,
41.6226952,-87.5443203,"777 Sibley Blvd., Calumet City, Illinois 60409",Bing Maps,address,,
41.6230202,-87.5693588,"1810 Sibley Blvd., Calumet City, Illinois 60409",Bing Maps,address,,
41.921733,-87.636825,"2150 N.Lincoln Park West, Chicago, Illinois 60614",Bing Maps,address,,
41.7076645,-88.0909271,"540 West Boughton Road, Bolingbrook, Illinois 60440",Bing Maps,address,,
38.5932465,-89.9343491,"940 Talon Drive, O'Fallon, Illinois 62269",Bing Maps,address,,
41.5796242,-87.5603333,"2350 Bernice Road, Lansing, Illinois 60438",Bing Maps,address,,
38.5418015,-89.9437027,"2390 Lebanon Avenue, Belleville, Illinois 62221",Bing Maps,address,,
41.9222228,-87.7575438,"5235 West Belden Avenue, Chicago, Illinois 60639",Bing Maps,address,,
41.7513426,-87.6034905,"854 East 79th Street, Chicago, Illinois 60619",Bing Maps,address,,
42.1713028,-87.9729691,"651 Deerfield Parkway, Buffalo Grove, Illinois 60089",Bing Maps,address,,
41.7359012,-87.6587782,"1414 W 87th Street, Chicago, Illinois 60620",Bing Maps,address,,
41.491272,-87.5598297,"2591 Sauk Trail, Sauk Village, Illinois 60411",Bing Maps,address,,
41.4917001,-87.5539005,"13 Sauk Plaza, Sauk Village, Illinois 60411",Bing Maps,address,,
41.5018757,-87.5300831,"21592 Lincoln Highway, Lynwood, Illinois 60411",Bing Maps,address,,
41.7381477,-87.6044769,"8607 South Cottage Grove, Chicago, Illinois 60619",Bing Maps,address,,
41.7376671,-87.6044693,"8625 S. Cottage Grove, Chicago, Illinois 60619",Bing Maps,address,,
41.7075729,-87.6146088,"338 East 103rd Street, Chicago, Illinois 60628",Bing Maps,address,,
41.6234512,-87.5400238,"454 Burnham Avenue, Calumet City, Illinois 60409",Bing Maps,address,,
38.7747116,-89.9911346,"2 Auerbach Place, Glen Carbon, Illinois 62034",Bing Maps,address,,
41.6914348,-87.7122655,"3656 West 111th Street, Chicago, Illinois 60655",Bing Maps,address,,
41.9396089,-87.6798436,"2044-B W. Belmont Avenue, Chicago, Illinois 60618",Bing Maps,address,,
41.780273,-87.624183,"22-26 East 63rd Street, Chicago, Illinois 60637",Bing Maps,address,,
41.8018265,-87.620163,"221 East 51st Street, Chicago, Illinois 60615",Bing Maps,address,,
41.933198,-88.772439,"Campus Child Care Center, DeKalb, Illinois 60115",Bing Maps,address,,", "
40.510938,-88.993575,"Illinois State University, Campus Box 5060, Normal, Illinois 61790",Bing Maps,address,,
